,userId,similar,neighborId
0,12347.0,0.3241018617760822,17396.0
1,12347.0,0.2574383611739353,13324.0
2,12347.0,0.2475368857441686,16855.0
3,12347.0,0.232210182006412,13759.0
4,12347.0,0.23008949665421113,15885.0
5,12348.0,0.3768891807222045,17940.0
6,12348.0,0.3481553119113957,13027.0
7,12348.0,0.28603877677367767,12363.0
8,12348.0,0.2667325346846322,15232.0
9,12348.0,0.24618298195866545,15181.0
10,12349.0,0.22005942406783077,17652.0
11,12349.0,0.21844274129021973,18272.0
12,12349.0,0.21495679834281486,12720.0
13,12349.0,0.1997535427283139,15258.0
14,12349.0,0.19968329354635303,12749.0
15,12350.0,0.1889822365046136,16846.0
16,12350.0,0.18399022669872975,16426.0
17,12350.0,0.1781741612749496,16333.0
18,12350.0,0.17496355305594127,17486.0
19,12350.0,0.1690308509457033,14624.0
20,12352.0,0.2595849957450333,12584.0
21,12352.0,0.23693955110363693,15149.0
22,12352.0,0.2346752304102756,12668.0
23,12352.0,0.23179316248638265,17727.0
24,12352.0,0.22331315770504764,17450.0
25,12354.0,0.3146266024828463,12732.0
26,12354.0,0.30927685641354336,12447.0
27,12354.0,0.3027650354097492,12394.0
28,12354.0,0.28603877677367767,12648.0
29,12354.0,0.2821601053814492,15810.0
30,12355.0,0.4743416490252569,12879.0
31,12355.0,0.4242640687119285,16696.0
32,12355.0,0.4216370213557839,15917.0
33,12355.0,0.38138503569823695,18081.0
34,12355.0,0.36273812505500586,14619.0
35,12356.0,0.38851434494290565,12528.0
36,12356.0,0.31195956247511053,16954.0
37,12356.0,0.30406056993414854,17180.0
38,12356.0,0.25777491755679216,12569.0
39,12356.0,0.2344722336801281,13533.0
40,12357.0,0.2598505751938437,15485.0
41,12357.0,0.23812523812535719,17891.0
42,12357.0,0.22613350843332272,15639.0
43,12357.0,0.21899425883218915,13448.0
44,12357.0,0.21577367083828145,15856.0
45,12358.0,0.47140452079103173,14145.0
46,12358.0,0.3061862178478973,15355.0
47,12358.0,0.29814239699997197,13494.0
48,12358.0,0.27386127875258304,15224.0
49,12358.0,0.27386127875258304,14819.0
50,12359.0,0.2991065710856417,14156.0
51,12359.0,0.28831992942201956,15658.0
52,12359.0,0.27700159788785905,17139.0
53,12359.0,0.27637636743642613,12415.0
54,12359.0,0.27605720015180574,14911.0
55,12360.0,0.3231452761087699,12679.0
56,12360.0,0.3218071946836519,12394.0
57,12360.0,0.31619510292053465,13520.0
58,12360.0,0.30321412488708127,15810.0
59,12360.0,0.2979355690895435,17994.0
60,12361.0,0.42857142857142855,17791.0
61,12361.0,0.42857142857142855,13470.0
62,12361.0,0.37282185960072,12379.0
63,12361.0,0.363696483726654,13131.0
64,12361.0,0.35856858280031806,12592.0
65,12362.0,0.37533724672684404,12637.0
66,12362.0,0.3704118909323773,12567.0
67,12362.0,0.34461991613651427,12562.0
68,12362.0,0.33920026264998404,12656.0
69,12362.0,0.31736154450228565,14646.0
70,12363.0,0.45643546458763845,13027.0
71,12363.0,0.3451342449813167,14466.0
72,12363.0,0.33541019662496846,16292.0
73,12363.0,0.31008683647302115,18251.0
74,12363.0,0.31008683647302115,12604.0
75,12364.0,0.3948133948426547,13211.0
76,12364.0,0.36860489038724287,12740.0
77,12364.0,0.33364154729962764,14050.0
78,12364.0,0.32969023669789355,15544.0
79,12364.0,0.3246565023717827,12726.0
80,12365.0,0.3380617018914066,17572.0
81,12365.0,0.33541019662496846,12879.0
82,12365.0,0.3,16696.0
83,12365.0,0.29814239699997197,15917.0
84,12365.0,0.282842712474619,12355.0
85,12367.0,0.2672612419124244,16680.0
86,12367.0,0.25,12564.0
87,12367.0,0.25,12372.0
88,12367.0,0.24333213169614382,13300.0
89,12367.0,0.22360679774997896,12592.0
90,12370.0,0.280285101520231,15333.0
91,12370.0,0.2419944149338352,17173.0
92,12370.0,0.22309149380341822,16126.0
93,12370.0,0.21267226627111932,18118.0
94,12370.0,0.21175693018981318,14937.0
95,12371.0,0.3098898934004561,14578.0
96,12371.0,0.30123203803835463,12702.0
97,12371.0,0.25318484177091666,18259.0
98,12371.0,0.2335496832484569,18156.0
99,12371.0,0.23094010767585027,16773.0
100,12372.0,0.3333333333333333,12564.0
101,12372.0,0.32826608214930636,12390.0
102,12372.0,0.3247595264191645,12616.0
103,12372.0,0.297939785765562,12377.0
104,12372.0,0.2886751345948129,12394.0
105,12373.0,0.38376128944009874,12594.0
106,12373.0,0.36563621206356534,12715.0
107,12373.0,0.35942537872389224,12826.0
108,12373.0,0.3481553119113957,12380.0
109,12373.0,0.3418817293789138,13791.0
110,12374.0,0.2513123449750173,16982.0
111,12374.0,0.21516574145596762,17540.0
112,12374.0,0.19920476822239894,14284.0
113,12374.0,0.18009006755629925,14138.0
114,12374.0,0.17712297710801905,13579.0
115,12375.0,0.38461538461538464,13461.0
116,12375.0,0.3698001308168194,13242.0
117,12375.0,0.346518465459368,16748.0
118,12375.0,0.3344968040028363,12373.0
119,12375.0,0.31814238148788887,12516.0
120,12377.0,0.30210898905832195,12518.0
121,12377.0,0.297939785765562,12680.0
122,12377.0,0.297939785765562,12372.0
123,12377.0,0.27179876221426796,12583.0
