,Unnamed: 0,ItemId,Quantity,Time,UserId,SessionId
0,33,20719,10,187.7624999999989,12347,1234720719
1,104,20719,10,90.15069444444634,12347,1234720719
2,6,21731,12,49.98125000000073,12347,1234721731
3,38,21731,12,70.84236111111022,12347,1234721731
4,65,21731,12,207.07083333333503,12347,1234721731
5,66,21791,12,116.92013888888869,12347,1234721791
6,7,22195,12,120.82361111111095,12347,1234722195
7,42,22196,12,70.84236111111022,12347,1234722196
8,69,22196,12,63.09583333333285,12347,1234722196
9,70,22371,4,63.09583333333285,12347,1234722371
10,88,22371,8,53.82430555555584,12347,1234722371
11,71,22374,4,116.92013888888869,12347,1234722374
12,9,22375,4,49.98125000000073,12347,1234722375
13,43,22375,4,70.84236111111022,12347,1234722375
14,72,22375,4,63.09583333333285,12347,1234722375
15,89,22375,4,53.82430555555584,12347,1234722375
16,44,22376,4,70.84236111111022,12347,1234722376
17,47,22423,3,70.84236111111022,12347,1234722423
18,74,22423,3,116.92013888888869,12347,1234722423
19,10,22492,36,120.82361111111095,12347,1234722492
20,12,22497,4,49.98125000000073,12347,1234722497
21,13,22725,4,49.98125000000073,12347,1234722725
22,49,22725,4,133.93819444444307,12347,1234722725
23,14,22726,4,49.98125000000073,12347,1234722726
24,15,22727,4,49.98125000000073,12347,1234722727
25,51,22727,4,133.93819444444307,12347,1234722727
26,91,22727,8,53.82430555555584,12347,1234722727
27,16,22728,4,49.98125000000073,12347,1234722728
28,92,23084,12,143.97500000000218,12347,1234723084
29,93,23146,4,53.82430555555584,12347,1234723146
30,54,47559B,10,187.7624999999989,12347,1234747559B
31,25,84558A,24,49.98125000000073,12347,1234784558A
32,55,84558A,12,133.93819444444307,12347,1234784558A
33,102,84558A,18,53.82430555555584,12347,1234784558A
34,59,84991,24,187.7624999999989,12347,1234784991
35,60,84992,24,187.7624999999989,12347,1234784992
36,200,POST,6,39.64791666666679,12348,12348POST
37,206,POST,1,70.00347222222081,12348,12348POST
38,317,22779,4,216.084027777777,12352,1235222779
39,318,22780,4,216.084027777777,12352,1235222780
40,323,84050,12,16.043750000000728,12352,1235284050
41,328,M,1,0.0,12352,12352M
42,324,POST,1,21.049305555556202,12352,12352POST
43,352,POST,1,181.93472222222044,12352,12352POST
44,370,POST,2,8.016666666668243,12352,12352POST
45,481,21843,4,80.11319444444416,12356,1235621843
46,491,22423,16,80.11319444444416,12356,1235622423
47,686,22423,6,141.98819444444416,12359,1235922423
48,789,22423,8,132.01458333333358,12359,1235922423
49,840,22423,4,0.0,12359,1235922423
50,740,22699,6,115.89930555555657,12359,1235922699
51,695,82484,12,141.98819444444416,12359,1235982484
52,938,20676,8,88.01875000000109,12360,1236020676
53,948,21559,6,88.01875000000109,12360,1236021559
54,956,22326,6,88.01875000000109,12360,1236022326
55,957,22328,6,88.01875000000109,12360,1236022328
56,958,22352,6,88.01875000000109,12360,1236022352
57,971,23008,6,88.01875000000109,12360,1236023008
58,982,POST,4,88.01875000000109,12360,12360POST
59,1080,20726,10,175.18888888888978,12362,1236220726
60,1107,20750,2,153.1194444444427,12362,1236220750
61,1083,21561,6,69.94583333333503,12362,1236221561
62,1140,22326,6,35.10416666666788,12362,1236222326
63,1162,22326,6,47.87638888888796,12362,1236222326
64,1163,22328,6,60.97986111111095,12362,1236222328
65,1164,22352,6,60.97986111111095,12362,1236222352
66,1096,22554,12,140.0847222222219,12362,1236222554
67,1098,22629,12,69.94583333333503,12362,1236222629
68,1121,22629,12,105.24305555555475,12362,1236222629
69,1169,22629,12,60.97986111111095,12362,1236222629
70,1099,22630,12,69.94583333333503,12362,1236222630
71,1122,22630,12,105.24305555555475,12362,1236222630
